ticket_id,created_at,topic,channel,region,satisfaction_score,response_text
TK-00450,2024-06-01,Technical,Phone,APAC,4,resolved fast
TK-00451,2024-02-20,Product,Phone,EU,1,okay experience
TK-00452,2024-07-06,Billing,Chat,EU,1,it was fine
TK-00453,2024-02-06,Product,Email,NA,2,very helpful agent
TK-00454,2024-08-16,Technical,Social,NA,3,quick resolution
TK-00455,2024-06-13,Technical,Phone,APAC,4,very helpful agent
TK-00456,2024-02-25,Billing,Chat,MEA,5,great communication
TK-00457,2024-01-09,Shipping,Phone,NA,3,nothing special
TK-00458,2024-05-06,Account,Chat,APAC,1,very helpful agent
TK-00459,2024-04-20,Account,Email,NA,4,it was fine
TK-00460,2024-01-14,Product,Chat,EU,4,best experience
TK-00461,2024-07-25,Technical,Phone,NA,4,it was fine
TK-00462,2024-03-11,Account,Social,APAC,4,great communication
TK-00463,2024-06-15,Product,Phone,MEA,2,great communication
TK-00464,2024-06-30,Billing,Chat,APAC,2,okay experience
TK-00465,2024-01-01,Shipping,Phone,APAC,3,resolved fast
TK-00466,2024-07-15,Account,Phone,APAC,3,great communication
TK-00467,2024-07-19,Shipping,Chat,APAC,3,very helpful agent
TK-00468,2024-05-17,Technical,Social,MEA,3,excellent service
TK-00469,2024-07-27,Product,Chat,EU,2,okay experience
TK-00470,2024-08-15,Account,Phone,APAC,2,terrible experience
TK-00471,2024-05-02,Product,Email,EU,4,best experience
TK-00472,2024-06-09,Technical,Chat,MEA,4,nothing special
TK-00473,2024-03-27,Billing,Email,EU,3,okay experience
TK-00474,2024-05-02,Billing,Email,APAC,3,standard support
TK-00475,2024-02-06,Product,Phone,APAC,4,very helpful agent
TK-00476,2024-05-13,Product,Phone,APAC,3,loved the support
TK-00477,2024-03-14,Billing,Phone,NA,2,app keeps crashing
TK-00478,2024-04-05,Shipping,Phone,EU,2,it was fine
TK-00479,2024-05-29,Shipping,Social,MEA,3,standard support
TK-00480,2024-04-04,Shipping,Social,EU,3,nothing special
TK-00481,2024-07-28,Shipping,Email,NA,3,nothing special
TK-00482,2024-06-08,Billing,Email,MEA,4,best experience
TK-00483,2024-05-27,Account,Chat,EU,3,loved the support
TK-00484,2024-06-29,Shipping,Email,MEA,1,excellent service
TK-00485,2024-08-05,Shipping,Email,NA,4,loved the support
TK-00486,2024-02-19,Billing,Chat,NA,2,very helpful agent
TK-00487,2024-07-18,Product,Phone,EU,1,best experience
TK-00488,2024-06-27,Account,Email,MEA,4,it was fine
TK-00489,2024-04-26,Technical,Email,MEA,4,very helpful agent
TK-00490,2024-06-15,Shipping,Chat,APAC,3,standard support
TK-00491,2024-05-07,Shipping,Email,EU,3,excellent service
TK-00492,2024-02-27,Billing,Email,EU,4,excellent service
TK-00493,2024-08-13,Technical,Social,NA,3,nothing special
TK-00494,2024-07-20,Account,Social,MEA,2,rude agent
TK-00495,2024-08-01,Technical,Chat,NA,3,standard support
TK-00496,2024-03-31,Shipping,Social,MEA,1,very slow refund
TK-00497,2024-06-26,Billing,Phone,EU,3,standard support
TK-00498,2024-03-04,Account,Phone,NA,3,very helpful agent
TK-00499,2024-05-29,Shipping,Social,APAC,4,it was fine
TK-00500,2024-07-31,Shipping,Chat,MEA,4,great communication
TK-00501,2024-03-09,Account,Social,EU,2,okay experience
TK-00502,2024-04-21,Shipping,Social,MEA,4,very helpful agent
TK-00503,2024-03-13,Account,Email,NA,2,it was fine
TK-00504,2024-05-15,Product,Email,APAC,4,it was fine
TK-00505,2024-04-22,Account,Email,EU,5,best experience
TK-00506,2024-04-29,Technical,Social,EU,2,standard support
TK-00507,2024-01-20,Product,Social,APAC,4,unacceptable wait time
TK-00508,2024-08-24,Technical,Email,APAC,2,it was fine
TK-00509,2024-07-29,Account,Social,NA,2,very helpful agent
TK-00510,2024-01-25,Shipping,Email,APAC,1,it was fine
TK-00511,2024-04-26,Technical,Chat,EU,4,standard support
TK-00512,2024-02-09,Technical,Phone,APAC,4,billing gone wrong
TK-00513,2024-05-25,Product,Email,MEA,1,very slow refund
TK-00514,2024-04-27,Billing,Chat,NA,2,standard support
TK-00515,2024-01-11,Shipping,Email,NA,5,quick resolution
TK-00516,2024-03-14,Technical,Social,EU,1,loved the support
TK-00517,2024-01-01,Technical,Social,NA,3,resolved fast
TK-00518,2024-02-13,Billing,Chat,EU,3,billing gone wrong
TK-00519,2024-08-20,Shipping,Social,NA,3,loved the support
TK-00520,2024-01-26,Billing,Chat,APAC,2,okay experience
TK-00521,2024-06-24,Account,Email,APAC,1,resolved fast
TK-00522,2024-05-10,Account,Chat,NA,4,okay experience
TK-00523,2024-06-11,Billing,Chat,MEA,3,resolved fast
TK-00524,2024-07-15,Product,Phone,EU,4,it was fine
TK-00525,2024-04-11,Technical,Phone,EU,1,great communication
TK-00526,2024-08-06,Shipping,Email,APAC,3,it was fine
TK-00527,2024-07-17,Account,Email,MEA,4,nothing special
TK-00528,2024-02-24,Account,Phone,MEA,3,best experience
TK-00529,2024-07-28,Account,Phone,EU,2,app keeps crashing
TK-00530,2024-03-14,Shipping,Phone,EU,5,standard support
TK-00531,2024-04-15,Shipping,Phone,EU,2,it was fine
TK-00532,2024-05-06,Shipping,Chat,APAC,3,excellent service
TK-00533,2024-06-24,Technical,Email,NA,3,unacceptable wait time
TK-00534,2024-06-28,Account,Phone,MEA,5,very helpful agent
TK-00535,2024-01-03,Shipping,Phone,APAC,4,quick resolution
TK-00536,2024-08-05,Product,Social,EU,1,loved the support
TK-00537,2024-01-13,Technical,Chat,APAC,4,standard support
TK-00538,2024-07-05,Shipping,Chat,EU,3,resolved fast
TK-00539,2024-05-02,Billing,Social,MEA,2,best experience
TK-00540,2024-02-27,Technical,Chat,APAC,4,standard support
TK-00541,2024-05-14,Shipping,Email,NA,2,nothing special
TK-00542,2024-01-11,Account,Email,APAC,4,resolved fast
TK-00543,2024-07-14,Account,Phone,NA,3,worst support
TK-00544,2024-05-24,Technical,Chat,APAC,3,loved the support
TK-00545,2024-05-31,Technical,Social,MEA,5,great communication
TK-00546,2024-03-04,Account,Phone,MEA,3,loved the support
TK-00547,2024-06-20,Account,Phone,NA,5,very slow refund
TK-00548,2024-02-29,Product,Email,EU,2,resolved fast
TK-00549,2024-02-22,Shipping,Email,NA,2,resolved fast
TK-00550,2024-04-11,Shipping,Phone,EU,5,it was fine
TK-00551,2024-04-23,Account,Social,APAC,4,very helpful agent
TK-00552,2024-06-12,Technical,Phone,NA,3,quick resolution
TK-00553,2024-05-27,Shipping,Chat,NA,2,resolved fast
TK-00554,2024-05-11,Shipping,Chat,MEA,4,excellent service
TK-00555,2024-03-08,Billing,Phone,NA,4,best experience
TK-00556,2024-08-12,Shipping,Chat,APAC,1,okay experience
TK-00557,2024-06-10,Product,Social,APAC,3,okay experience
TK-00558,2024-02-27,Account,Phone,MEA,1,loved the support
TK-00559,2024-01-05,Account,Social,MEA,5,best experience
TK-00560,2024-06-26,Product,Email,EU,2,it was fine
TK-00561,2024-02-28,Account,Phone,APAC,2,standard support
TK-00562,2024-07-23,Billing,Email,NA,2,quick resolution
TK-00563,2024-04-14,Technical,Social,MEA,5,nothing special
TK-00564,2024-04-08,Technical,Chat,APAC,2,standard support
TK-00565,2024-05-14,Product,Chat,MEA,3,standard support
TK-00566,2024-04-13,Product,Email,EU,1,nothing special
TK-00567,2024-02-16,Billing,Phone,APAC,4,best experience
TK-00568,2024-05-26,Billing,Chat,APAC,5,loved the support
TK-00569,2024-02-07,Account,Social,MEA,2,standard support
TK-00570,2024-05-03,Account,Social,APAC,3,nothing special
TK-00571,2024-08-08,Shipping,Email,EU,4,okay experience
TK-00572,2024-08-23,Shipping,Chat,EU,5,okay experience
TK-00573,2024-06-20,Billing,Social,APAC,4,app keeps crashing
TK-00574,2024-07-01,Shipping,Email,NA,2,quick resolution
TK-00575,2024-06-03,Billing,Social,EU,1,best experience
TK-00576,2024-01-04,Billing,Phone,APAC,4,excellent service
TK-00577,2024-02-18,Technical,Social,APAC,2,okay experience
TK-00578,2024-02-29,Product,Chat,EU,5,resolved fast
TK-00579,2024-01-24,Product,Chat,NA,2,standard support
TK-00580,2024-05-24,Shipping,Email,EU,3,quick resolution
TK-00581,2024-06-07,Billing,Phone,NA,1,worst support
TK-00582,2024-04-21,Shipping,Phone,EU,2,loved the support
TK-00583,2024-03-16,Account,Social,NA,2,nothing special
TK-00584,2024-07-10,Shipping,Chat,MEA,4,very slow refund
TK-00585,2024-04-20,Shipping,Social,NA,1,okay experience
TK-00586,2024-03-19,Shipping,Email,EU,2,best experience
TK-00587,2024-04-21,Billing,Email,MEA,2,very helpful agent
TK-00588,2024-06-05,Shipping,Social,NA,3,nothing special
TK-00589,2024-07-22,Shipping,Chat,APAC,4,loved the support
TK-00590,2024-05-12,Product,Social,NA,5,okay experience
TK-00591,2024-07-25,Technical,Chat,APAC,3,nothing special
TK-00592,2024-07-31,Account,Chat,APAC,1,okay experience
TK-00593,2024-05-24,Shipping,Email,APAC,3,nothing special
TK-00594,2024-01-25,Billing,Social,APAC,1,nothing special
TK-00595,2024-03-15,Billing,Phone,EU,3,standard support
TK-00596,2024-01-27,Product,Chat,MEA,4,resolved fast
TK-00597,2024-06-15,Technical,Email,APAC,3,standard support
TK-00598,2024-03-29,Shipping,Chat,APAC,4,app keeps crashing
TK-00599,2024-07-16,Account,Chat,EU,2,okay experience
TK-00600,2024-03-01,Account,Phone,MEA,3,okay experience
TK-00601,2024-04-23,Product,Phone,MEA,3,best experience
TK-00602,2024-08-04,Technical,Phone,NA,2,rude agent
TK-00603,2024-02-18,Billing,Social,MEA,1,okay experience
TK-00604,2024-07-30,Product,Email,MEA,4,loved the support
TK-00605,2024-08-17,Technical,Chat,MEA,5,okay experience
TK-00606,2024-02-02,Technical,Email,MEA,1,resolved fast
TK-00607,2024-05-03,Product,Email,EU,3,standard support
TK-00608,2024-04-02,Technical,Chat,MEA,3,excellent service
TK-00609,2024-07-09,Billing,Social,MEA,1,loved the support
TK-00610,2024-05-30,Technical,Social,NA,2,standard support
TK-00611,2024-01-13,Billing,Chat,MEA,2,terrible experience
TK-00612,2024-07-01,Shipping,Chat,MEA,3,nothing special
TK-00613,2024-03-27,Billing,Email,APAC,4,standard support
TK-00614,2024-06-03,Technical,Email,EU,4,worst support
TK-00615,2024-05-03,Account,Email,EU,2,nothing special
TK-00616,2024-04-12,Technical,Social,MEA,4,terrible experience
TK-00617,2024-05-06,Product,Phone,APAC,3,best experience
TK-00618,2024-01-03,Billing,Chat,NA,3,nothing special
TK-00619,2024-06-23,Product,Phone,APAC,4,best experience
TK-00620,2024-06-23,Product,Social,MEA,3,loved the support
TK-00621,2024-06-02,Billing,Phone,MEA,2,billing gone wrong
TK-00622,2024-01-31,Product,Chat,NA,3,it was fine
TK-00623,2024-04-22,Account,Email,EU,3,rude agent
TK-00624,2024-05-31,Account,Email,MEA,4,standard support
TK-00625,2024-07-16,Technical,Social,EU,4,app keeps crashing
TK-00626,2024-05-02,Shipping,Social,NA,1,it was fine
TK-00627,2024-06-06,Shipping,Social,EU,2,great communication
TK-00628,2024-08-13,Product,Phone,NA,2,excellent service
TK-00629,2024-02-13,Shipping,Chat,MEA,5,quick resolution
TK-00630,2024-06-24,Billing,Chat,APAC,4,very helpful agent
TK-00631,2024-02-19,Product,Email,MEA,2,nothing special
TK-00632,2024-02-18,Technical,Email,APAC,3,resolved fast
TK-00633,2024-02-13,Technical,Social,EU,3,quick resolution
TK-00634,2024-06-10,Billing,Chat,EU,3,it was fine
TK-00635,2024-02-23,Technical,Social,MEA,3,terrible experience
TK-00636,2024-01-01,Shipping,Email,MEA,3,quick resolution
TK-00637,2024-02-19,Account,Social,EU,4,nothing special
TK-00638,2024-07-27,Product,Social,EU,5,app keeps crashing
TK-00639,2024-06-27,Shipping,Email,APAC,2,okay experience
TK-00640,2024-04-16,Account,Social,NA,5,loved the support
TK-00641,2024-07-07,Account,Phone,EU,5,very helpful agent
TK-00642,2024-06-25,Technical,Chat,NA,4,never received my order
TK-00643,2024-03-18,Product,Email,EU,3,loved the support
TK-00644,2024-01-05,Shipping,Social,EU,5,best experience
TK-00645,2024-02-02,Shipping,Phone,NA,2,very slow refund
TK-00646,2024-04-05,Technical,Social,APAC,4,great communication
TK-00647,2024-02-13,Billing,Email,NA,1,standard support
TK-00648,2024-07-15,Billing,Phone,EU,2,nothing special
TK-00649,2024-02-28,Technical,Phone,MEA,3,okay experience
TK-00650,2024-05-13,Technical,Phone,MEA,3,nothing special
TK-00651,2024-08-16,Shipping,Social,APAC,4,worst support
TK-00652,2024-02-10,Shipping,Email,APAC,4,very helpful agent
TK-00653,2024-07-25,Product,Chat,NA,4,quick resolution
TK-00654,2024-07-31,Technical,Email,APAC,4,it was fine
TK-00655,2024-02-08,Technical,Email,APAC,2,nothing special
TK-00656,2024-01-19,Shipping,Email,NA,5,terrible experience
TK-00657,2024-04-12,Technical,Phone,EU,3,excellent service
TK-00658,2024-02-13,Account,Social,MEA,3,great communication
TK-00659,2024-05-20,Account,Chat,APAC,2,quick resolution
TK-00660,2024-05-22,Shipping,Social,NA,1,it was fine
TK-00661,2024-07-29,Product,Social,EU,4,it was fine
TK-00662,2024-03-01,Product,Phone,NA,3,nothing special
TK-00663,2024-01-02,Account,Phone,EU,4,billing gone wrong
TK-00664,2024-06-24,Account,Email,APAC,1,quick resolution
TK-00665,2024-06-06,Billing,Social,EU,2,quick resolution
TK-00666,2024-01-17,Billing,Social,NA,3,it was fine
TK-00667,2024-01-08,Account,Phone,NA,4,billing gone wrong
TK-00668,2024-06-15,Account,Email,NA,5,rude agent
TK-00669,2024-07-22,Technical,Chat,MEA,3,standard support
TK-00670,2024-05-18,Technical,Email,NA,5,excellent service
TK-00671,2024-06-11,Account,Email,APAC,4,it was fine
TK-00672,2024-04-17,Account,Email,NA,2,okay experience
TK-00673,2024-03-17,Shipping,Email,APAC,4,best experience
TK-00674,2024-03-21,Account,Chat,NA,3,quick resolution
TK-00675,2024-02-02,Shipping,Phone,APAC,2,okay experience
TK-00676,2024-01-13,Shipping,Phone,NA,4,billing gone wrong
TK-00677,2024-06-13,Shipping,Email,MEA,4,resolved fast
TK-00678,2024-08-27,Shipping,Phone,NA,2,quick resolution
TK-00679,2024-05-05,Technical,Social,NA,2,resolved fast
TK-00680,2024-08-23,Product,Chat,EU,2,best experience
TK-00681,2024-02-23,Shipping,Phone,EU,4,standard support
TK-00682,2024-08-01,Shipping,Email,NA,3,excellent service
TK-00683,2024-07-02,Product,Phone,EU,2,it was fine
TK-00684,2024-05-31,Product,Chat,APAC,2,great communication
TK-00685,2024-07-18,Billing,Email,EU,1,okay experience
TK-00686,2024-01-09,Shipping,Email,EU,1,app keeps crashing
TK-00687,2024-04-30,Account,Chat,APAC,3,okay experience
TK-00688,2024-02-17,Account,Chat,NA,2,okay experience
TK-00689,2024-06-08,Shipping,Phone,APAC,3,nothing special
TK-00690,2024-05-07,Technical,Chat,APAC,3,never received my order
TK-00691,2024-03-24,Product,Social,APAC,4,very helpful agent
TK-00692,2024-07-01,Shipping,Chat,MEA,4,quick resolution
TK-00693,2024-03-05,Account,Chat,APAC,3,nothing special
TK-00694,2024-08-11,Billing,Social,MEA,2,very helpful agent
TK-00695,2024-05-05,Shipping,Chat,APAC,3,never received my order
TK-00696,2024-05-18,Billing,Chat,APAC,3,standard support
TK-00697,2024-04-07,Technical,Social,MEA,3,rude agent
TK-00698,2024-06-27,Product,Phone,NA,4,standard support
TK-00699,2024-06-09,Shipping,Chat,NA,4,quick resolution
TK-00700,2024-06-28,Technical,Phone,EU,4,very helpful agent
TK-00701,2024-04-29,Billing,Social,MEA,2,okay experience
TK-00702,2024-07-21,Technical,Email,NA,2,app keeps crashing
TK-00703,2024-02-06,Shipping,Phone,NA,1,best experience
TK-00704,2024-03-08,Account,Email,MEA,4,very helpful agent
TK-00705,2024-08-08,Billing,Email,NA,1,okay experience
TK-00706,2024-01-04,Account,Email,NA,4,best experience
TK-00707,2024-02-16,Product,Phone,MEA,5,it was fine
TK-00708,2024-08-26,Product,Phone,APAC,3,standard support
TK-00709,2024-03-08,Technical,Social,MEA,4,resolved fast
TK-00710,2024-06-14,Shipping,Email,MEA,2,billing gone wrong
TK-00711,2024-05-13,Billing,Social,NA,3,terrible experience
TK-00712,2024-08-13,Billing,Social,MEA,3,it was fine
TK-00713,2024-08-27,Product,Email,MEA,3,it was fine
TK-00714,2024-06-27,Product,Social,APAC,4,rude agent
TK-00715,2024-01-27,Product,Phone,EU,5,okay experience
TK-00716,2024-05-24,Shipping,Email,APAC,1,quick resolution
TK-00717,2024-07-01,Billing,Email,APAC,2,excellent service
TK-00718,2024-05-08,Account,Email,NA,3,it was fine
TK-00719,2024-07-12,Product,Social,NA,1,resolved fast
TK-00720,2024-04-01,Technical,Email,NA,4,it was fine
TK-00721,2024-01-29,Account,Chat,NA,3,great communication
TK-00722,2024-05-14,Billing,Chat,APAC,2,quick resolution
TK-00723,2024-03-17,Billing,Social,MEA,4,loved the support
TK-00724,2024-06-24,Shipping,Email,APAC,2,worst support
TK-00725,2024-05-13,Billing,Chat,APAC,2,standard support
TK-00726,2024-01-31,Billing,Social,EU,2,loved the support
TK-00727,2024-08-17,Shipping,Chat,APAC,3,app keeps crashing
TK-00728,2024-02-14,Account,Email,NA,3,nothing special
TK-00729,2024-06-28,Billing,Chat,NA,2,resolved fast
TK-00730,2024-03-07,Billing,Social,EU,4,quick resolution
TK-00731,2024-06-22,Technical,Email,NA,4,rude agent
TK-00732,2024-02-10,Product,Social,EU,3,it was fine
TK-00733,2024-02-24,Shipping,Chat,NA,2,it was fine
TK-00734,2024-08-23,Shipping,Email,APAC,4,resolved fast
TK-00735,2024-06-07,Shipping,Social,EU,3,billing gone wrong
TK-00736,2024-02-02,Billing,Chat,MEA,2,nothing special
TK-00737,2024-02-13,Shipping,Email,NA,1,nothing special
TK-00738,2024-07-03,Account,Chat,EU,4,never received my order
TK-00739,2024-01-14,Account,Phone,EU,2,okay experience
TK-00740,2024-01-11,Account,Phone,APAC,3,billing gone wrong
TK-00741,2024-05-17,Account,Email,APAC,4,excellent service
TK-00742,2024-03-14,Technical,Chat,MEA,3,app keeps crashing
TK-00743,2024-05-17,Shipping,Chat,NA,1,standard support
TK-00744,2024-05-21,Technical,Phone,APAC,2,standard support
TK-00745,2024-08-18,Billing,Email,MEA,2,standard support
TK-00746,2024-07-21,Technical,Chat,EU,1,resolved fast
TK-00747,2024-05-18,Billing,Chat,MEA,4,excellent service
TK-00748,2024-03-02,Technical,Chat,APAC,1,excellent service
TK-00749,2024-01-07,Technical,Social,MEA,1,resolved fast
TK-00750,2024-02-10,Account,Phone,MEA,3,loved the support
TK-00751,2024-06-23,Shipping,Chat,MEA,3,app keeps crashing
TK-00752,2024-03-08,Product,Email,APAC,1,worst support
TK-00753,2024-07-08,Account,Social,APAC,3,it was fine
TK-00754,2024-05-22,Technical,Chat,APAC,2,very slow refund
TK-00755,2024-08-12,Billing,Chat,EU,2,very helpful agent
TK-00756,2024-07-13,Product,Social,EU,3,terrible experience
TK-00757,2024-06-02,Billing,Phone,MEA,3,rude agent
TK-00758,2024-05-03,Shipping,Social,MEA,2,standard support
TK-00759,2024-03-31,Shipping,Social,MEA,3,it was fine
TK-00760,2024-01-22,Shipping,Phone,NA,3,never received my order
TK-00761,2024-07-11,Technical,Phone,APAC,3,great communication
TK-00762,2024-03-03,Billing,Social,MEA,4,standard support
TK-00763,2024-05-08,Product,Chat,MEA,2,rude agent
TK-00764,2024-03-26,Billing,Phone,APAC,3,excellent service
TK-00765,2024-05-06,Billing,Email,APAC,3,quick resolution
TK-00766,2024-06-19,Account,Email,APAC,4,standard support
TK-00767,2024-02-18,Account,Email,APAC,3,resolved fast
TK-00768,2024-02-09,Product,Social,MEA,1,okay experience
TK-00769,2024-03-08,Billing,Social,EU,3,okay experience
TK-00770,2024-08-16,Billing,Social,APAC,3,it was fine
TK-00771,2024-02-03,Shipping,Email,EU,2,nothing special
TK-00772,2024-01-28,Technical,Social,NA,3,it was fine
TK-00773,2024-02-16,Product,Email,APAC,2,resolved fast
TK-00774,2024-08-18,Technical,Chat,NA,1,it was fine
TK-00775,2024-01-01,Shipping,Chat,NA,2,billing gone wrong
TK-00776,2024-01-03,Billing,Chat,NA,5,very helpful agent
TK-00777,2024-05-08,Shipping,Phone,MEA,3,standard support
TK-00778,2024-04-14,Product,Email,MEA,4,worst support
TK-00779,2024-05-23,Technical,Chat,NA,4,loved the support
TK-00780,2024-03-16,Product,Email,EU,4,nothing special
TK-00781,2024-03-12,Account,Chat,MEA,4,loved the support
TK-00782,2024-04-19,Technical,Phone,NA,3,quick resolution
TK-00783,2024-05-30,Product,Social,APAC,3,excellent service
TK-00784,2024-04-30,Product,Phone,MEA,2,billing gone wrong
TK-00785,2024-03-10,Product,Email,EU,3,standard support
TK-00786,2024-06-07,Product,Email,NA,4,never received my order
TK-00787,2024-02-05,Shipping,Email,EU,5,great communication
TK-00788,2024-05-20,Billing,Email,NA,3,standard support
TK-00789,2024-08-11,Shipping,Email,APAC,3,excellent service
TK-00790,2024-01-01,Account,Email,APAC,2,terrible experience
TK-00791,2024-01-05,Technical,Email,NA,1,very helpful agent
TK-00792,2024-07-01,Account,Phone,APAC,5,very helpful agent
TK-00793,2024-03-09,Technical,Chat,MEA,3,excellent service
TK-00794,2024-04-20,Account,Chat,APAC,2,resolved fast
TK-00795,2024-07-08,Technical,Social,APAC,3,resolved fast
TK-00796,2024-03-11,Account,Email,APAC,1,standard support
TK-00797,2024-05-23,Billing,Email,EU,2,best experience
TK-00798,2024-03-29,Billing,Phone,EU,5,standard support
TK-00799,2024-03-08,Shipping,Social,APAC,2,very helpful agent
TK-00800,2024-01-06,Technical,Phone,APAC,1,it was fine
TK-00801,2024-05-28,Technical,Chat,NA,3,great communication
TK-00802,2024-02-17,Account,Phone,EU,3,it was fine
TK-00803,2024-08-24,Account,Phone,EU,3,very helpful agent
TK-00804,2024-04-30,Product,Chat,MEA,3,loved the support
TK-00805,2024-05-18,Product,Phone,NA,4,very helpful agent
TK-00806,2024-01-31,Product,Phone,EU,5,okay experience
TK-00807,2024-02-23,Account,Phone,APAC,1,terrible experience
TK-00808,2024-02-01,Technical,Social,NA,5,great communication
TK-00809,2024-01-07,Billing,Social,NA,3,terrible experience
TK-00810,2024-04-13,Shipping,Phone,EU,3,excellent service
TK-00811,2024-06-20,Account,Phone,APAC,4,rude agent
TK-00812,2024-07-13,Shipping,Chat,MEA,2,nothing special
TK-00813,2024-03-28,Technical,Email,APAC,5,resolved fast
TK-00814,2024-07-18,Product,Email,MEA,1,nothing special
TK-00815,2024-05-06,Product,Phone,APAC,2,app keeps crashing
TK-00816,2024-02-14,Shipping,Chat,EU,4,app keeps crashing
TK-00817,2024-05-13,Product,Phone,NA,3,worst support
TK-00818,2024-03-03,Shipping,Social,MEA,3,rude agent
TK-00819,2024-08-08,Shipping,Chat,MEA,3,worst support
TK-00820,2024-01-30,Billing,Email,EU,3,unacceptable wait time
TK-00821,2024-01-02,Product,Social,APAC,4,rude agent
TK-00822,2024-03-23,Shipping,Social,NA,3,billing gone wrong
TK-00823,2024-03-31,Technical,Phone,NA,4,billing gone wrong
TK-00824,2024-07-11,Shipping,Chat,APAC,2,quick resolution
TK-00825,2024-01-13,Account,Email,NA,2,standard support
TK-00826,2024-05-18,Product,Social,EU,3,standard support
TK-00827,2024-07-09,Technical,Phone,EU,3,loved the support
TK-00828,2024-07-22,Shipping,Email,NA,3,quick resolution
TK-00829,2024-05-31,Shipping,Phone,MEA,1,okay experience
TK-00830,2024-04-02,Billing,Chat,MEA,3,okay experience
TK-00831,2024-03-23,Billing,Social,NA,1,nothing special
TK-00832,2024-01-13,Shipping,Chat,MEA,1,it was fine
TK-00833,2024-01-27,Shipping,Phone,EU,5,it was fine
TK-00834,2024-05-25,Product,Social,NA,5,loved the support
TK-00835,2024-01-25,Account,Chat,MEA,3,terrible experience
TK-00836,2024-07-13,Shipping,Chat,MEA,2,worst support
TK-00837,2024-06-18,Shipping,Phone,NA,2,quick resolution
TK-00838,2024-04-18,Billing,Phone,NA,4,terrible experience
TK-00839,2024-04-21,Product,Email,APAC,3,okay experience
TK-00840,2024-08-26,Shipping,Phone,NA,4,standard support
TK-00841,2024-03-06,Shipping,Email,APAC,5,never received my order
TK-00842,2024-01-27,Technical,Phone,APAC,3,very helpful agent
TK-00843,2024-01-10,Product,Phone,EU,2,rude agent
TK-00844,2024-03-18,Billing,Chat,MEA,4,nothing special
TK-00845,2024-06-10,Technical,Social,APAC,3,standard support
TK-00846,2024-07-25,Account,Phone,EU,2,it was fine
TK-00847,2024-03-04,Technical,Chat,EU,1,app keeps crashing
TK-00848,2024-05-30,Shipping,Phone,MEA,3,very helpful agent
TK-00849,2024-01-27,Product,Email,MEA,5,nothing special
TK-00850,2024-02-11,Product,Social,APAC,4,excellent service
TK-00851,2024-06-07,Billing,Phone,NA,2,it was fine
TK-00852,2024-06-02,Technical,Chat,MEA,3,great communication
TK-00853,2024-06-05,Product,Social,MEA,3,rude agent
TK-00854,2024-07-30,Technical,Email,MEA,3,okay experience
TK-00855,2024-04-01,Billing,Email,NA,4,best experience
TK-00856,2024-07-25,Shipping,Social,MEA,1,very slow refund
TK-00857,2024-01-01,Technical,Social,MEA,3,it was fine
TK-00858,2024-05-30,Product,Social,APAC,3,it was fine
TK-00859,2024-08-04,Billing,Chat,EU,3,resolved fast
TK-00860,2024-01-03,Technical,Social,NA,5,quick resolution
TK-00861,2024-02-09,Technical,Phone,EU,1,terrible experience
TK-00862,2024-04-07,Shipping,Social,APAC,3,standard support
TK-00863,2024-02-29,Account,Phone,MEA,4,standard support
TK-00864,2024-06-22,Account,Chat,APAC,1,resolved fast
TK-00865,2024-07-28,Account,Chat,APAC,4,very helpful agent
TK-00866,2024-03-30,Technical,Email,NA,1,great communication
TK-00867,2024-07-25,Product,Chat,APAC,4,standard support
TK-00868,2024-04-15,Product,Email,APAC,4,nothing special
TK-00869,2024-05-11,Shipping,Phone,EU,3,nothing special
TK-00870,2024-05-08,Shipping,Social,APAC,1,excellent service
TK-00871,2024-03-27,Billing,Social,EU,1,quick resolution
TK-00872,2024-06-25,Account,Email,APAC,3,very helpful agent
TK-00873,2024-08-26,Technical,Social,NA,5,great communication
TK-00874,2024-02-15,Billing,Email,NA,4,standard support
TK-00875,2024-03-11,Billing,Social,EU,3,resolved fast
TK-00876,2024-04-11,Billing,Email,APAC,3,excellent service
TK-00877,2024-06-28,Technical,Chat,NA,4,loved the support
TK-00878,2024-08-14,Shipping,Email,EU,3,okay experience
TK-00879,2024-05-18,Product,Phone,MEA,2,rude agent
TK-00880,2024-01-08,Shipping,Chat,APAC,2,worst support
TK-00881,2024-03-11,Billing,Social,APAC,2,standard support
TK-00882,2024-08-18,Account,Email,NA,3,quick resolution
TK-00883,2024-06-19,Technical,Phone,APAC,1,it was fine
TK-00884,2024-02-23,Billing,Phone,APAC,1,nothing special
TK-00885,2024-04-02,Product,Email,EU,3,nothing special
TK-00886,2024-05-05,Product,Social,MEA,2,standard support
TK-00887,2024-04-19,Technical,Phone,APAC,1,standard support
TK-00888,2024-03-26,Product,Phone,MEA,2,okay experience
TK-00889,2024-08-06,Shipping,Phone,NA,5,it was fine
TK-00890,2024-06-04,Billing,Social,APAC,4,nothing special
TK-00891,2024-07-03,Shipping,Chat,NA,4,okay experience
TK-00892,2024-06-09,Billing,Email,NA,3,worst support
TK-00893,2024-01-06,Account,Email,MEA,4,great communication
TK-00894,2024-03-17,Shipping,Social,MEA,2,okay experience
TK-00895,2024-03-31,Technical,Social,APAC,3,okay experience
TK-00896,2024-06-28,Product,Phone,MEA,3,best experience
