order_id,order_date,region,product,segment,channel,quantity,unit_price,revenue,discount_pct
ORD-000767,2023-12-08,South,Widget A,SMB,Online,3,214.37,643.1,5
ORD-000768,2025-03-01,West,Widget A,Enterprise,Online,3,262.8,788.41,0
ORD-000769,2023-11-26,South,Widget B,SMB,Online,3,96.47,289.42,0
ORD-000770,2025-05-04,East,Widget A,Enterprise,Retail,1,283.3,283.3,0
ORD-000771,2023-04-30,East,Widget A,Consumer,Partners,2,219.21,438.42,0
ORD-000772,2024-03-13,East,Widget C,SMB,Retail,1,497.54,497.54,0
ORD-000773,2025-05-05,South,Service Plan,Enterprise,Retail,4,272.68,1090.71,5
ORD-000774,2023-02-22,East,Widget C,SMB,Online,1,103.87,103.87,15
ORD-000775,2025-02-17,East,Gadget X,Enterprise,Online,3,62.9,188.7,5
ORD-000776,2023-05-17,South,Widget A,Consumer,Partners,2,145.09,290.18,0
ORD-000777,2025-04-23,West,Widget A,SMB,Online,2,183.51,367.02,5
ORD-000778,2024-09-23,East,Widget A,SMB,Online,1,417.71,417.71,5
ORD-000779,2023-10-23,East,Widget A,Consumer,Online,4,232.34,929.34,5
ORD-000780,2025-04-04,West,Widget C,Consumer,Partners,4,122.61,490.44,0
ORD-000781,2023-11-20,South,Widget A,Enterprise,Retail,7,152.67,1068.67,5
ORD-000782,2024-05-10,South,Widget C,Consumer,Online,4,494.2,1976.82,5
ORD-000783,2024-09-19,East,Widget A,Enterprise,Partners,2,493.53,987.07,0
ORD-000784,2025-04-19,South,Service Plan,SMB,Online,3,14.91,44.74,0
ORD-000785,2024-09-16,West,Widget C,Consumer,Online,2,307.92,615.85,5
ORD-000786,2025-02-23,South,Widget C,Consumer,Retail,3,272.23,816.7,0
ORD-000787,2024-08-05,North,Widget B,Enterprise,Partners,2,414.94,829.87,0
ORD-000788,2025-02-14,North,Widget A,Enterprise,Retail,2,298.42,596.84,5
ORD-000789,2023-11-30,West,Widget A,Consumer,Retail,1,28.34,28.34,0
ORD-000790,2023-01-17,South,Gadget X,Consumer,Online,3,213.26,639.78,0
ORD-000791,2025-02-03,East,Widget C,Enterprise,Partners,2,489.95,979.89,0
ORD-000792,2023-01-03,,Service Plan,Consumer,Online,3,432.68,1298.04,0
ORD-000793,2023-12-26,South,Gadget X,SMB,Retail,2,248.13,496.27,0
ORD-000794,2024-10-06,South,Widget B,Enterprise,Partners,3,231.63,694.89,5
ORD-000795,2023-01-30,South,Widget C,Enterprise,Partners,3,19.22,57.66,0
ORD-000796,2023-08-18,South,Gadget X,Enterprise,Partners,3,233.71,701.14,10
ORD-000797,2023-11-30,South,Widget A,SMB,Online,1,65.22,65.22,5
ORD-000798,2023-07-11,West,Widget B,Consumer,Retail,6,215.96,1295.74,0
ORD-000799,2025-03-03,North,Widget C,Enterprise,Online,2,172.43,344.85,0
ORD-000800,2023-07-12,East,Gadget X,Consumer,Retail,1,257.83,257.83,0
ORD-000801,2024-12-26,West,Widget C,SMB,Online,1,396.33,396.33,0
ORD-000802,2025-05-17,East,Widget A,SMB,Online,2,440.1,880.19,15
ORD-000803,2023-04-18,East,Widget C,Enterprise,Online,2,166.19,332.37,0
ORD-000804,2023-08-28,South,Gadget X,Enterprise,Retail,3,126.58,379.74,20
ORD-000805,2023-08-07,West,Widget B,Enterprise,Partners,2,377.44,754.88,0
ORD-000806,2025-01-03,East,Service Plan,Consumer,Online,3,253.04,759.11,0
ORD-000807,2024-12-20,South,Gadget Y,Enterprise,Online,1,75.59,75.59,10
ORD-000808,2024-10-06,North,Widget B,Enterprise,Retail,2,119.88,239.76,5
ORD-000809,2023-05-30,South,Gadget X,Enterprise,Online,3,202.3,606.89,0
ORD-000810,2023-08-27,South,Widget A,Enterprise,Partners,3,154.18,462.55,5
ORD-000811,2024-10-29,East,Widget B,Consumer,Online,4,465.03,1860.11,0
ORD-000812,2024-03-04,West,Widget A,SMB,Online,4,201.5,806.0,0
ORD-000813,2024-01-12,,Gadget X,Consumer,Online,3,40.9,122.7,0
ORD-000814,2024-04-03,North,Gadget X,Enterprise,Online,3,299.45,898.36,0
ORD-000815,2024-02-16,East,Widget B,Consumer,Online,4,47.99,191.97,0
ORD-000816,2024-03-24,North,Widget A,SMB,Partners,6,481.2,2887.19,5
ORD-000817,2023-03-27,West,Gadget Y,Consumer,Online,4,162.96,651.85,0
ORD-000818,2025-03-04,South,Widget A,Consumer,Retail,3,210.97,632.92,0
ORD-000819,2025-05-27,East,Gadget X,SMB,Retail,5,416.64,2083.2,0
ORD-000820,2023-01-06,South,Widget C,SMB,Online,1,68.03,68.03,0
ORD-000821,2025-06-15,East,Gadget Y,Enterprise,Partners,4,162.43,649.73,0
ORD-000822,2024-11-16,West,Widget B,Consumer,Retail,1,78.08,78.08,0
ORD-000823,2023-10-01,South,Gadget Y,Enterprise,Online,3,469.64,1408.92,5
ORD-000824,2025-04-22,West,Widget C,SMB,Online,2,104.58,209.16,0
ORD-000825,2025-03-18,East,Widget B,SMB,Partners,2,267.17,534.35,0
ORD-000826,2024-10-25,North,Widget A,SMB,Online,5,39.44,197.22,0
ORD-000827,2024-05-02,East,Widget C,Consumer,Retail,4,132.05,528.21,0
ORD-000828,2024-12-07,South,Gadget X,SMB,Retail,4,39.02,156.07,5
ORD-000829,2025-04-24,West,Widget C,Enterprise,Online,3,289.98,869.94,0
ORD-000830,2023-02-22,West,Widget C,Enterprise,Online,2,446.98,893.97,15
ORD-000831,2025-03-03,South,Widget C,Enterprise,Partners,3,295.29,885.87,5
ORD-000832,2024-05-29,North,Widget B,Enterprise,Online,3,137.4,412.19,5
ORD-000833,2024-12-12,West,Widget B,Enterprise,Retail,3,282.99,848.96,0
ORD-000834,2024-04-21,West,Widget A,Enterprise,Online,5,178.22,891.1,0
ORD-000835,2024-09-05,North,Widget C,Enterprise,Online,3,16.77,50.3,0
ORD-000836,2024-08-06,North,Widget A,SMB,Online,1,250.31,250.31,10
ORD-000837,2023-09-09,West,Widget B,SMB,Retail,2,18.4,36.79,0
ORD-000838,2024-03-10,South,Widget C,Enterprise,Online,2,117.28,234.56,0
ORD-000839,2023-07-08,South,Widget A,Enterprise,Partners,2,84.19,168.37,0
ORD-000840,2025-01-15,West,Widget A,SMB,Retail,3,411.67,1235.0,0
ORD-000841,2023-10-19,West,Widget B,SMB,Online,2,95.01,190.03,5
ORD-000842,2023-12-19,West,Widget A,Enterprise,Online,1,132.83,132.83,5
ORD-000843,2024-09-18,South,Widget A,SMB,Partners,2,180.84,361.69,15
ORD-000844,2023-10-09,South,Gadget X,SMB,Retail,4,193.26,773.05,0
ORD-000845,2023-06-19,West,Gadget Y,Enterprise,Partners,1,167.42,167.42,0
ORD-000846,2024-12-25,South,Widget A,Enterprise,Partners,2,123.15,246.3,0
ORD-000847,2025-03-30,West,Widget A,SMB,Online,8,89.29,714.33,5
ORD-000848,2023-09-19,South,Service Plan,SMB,Retail,6,339.39,2036.34,0
ORD-000849,2024-03-14,East,Gadget X,SMB,Retail,4,60.74,242.97,5
ORD-000850,2025-06-11,West,Widget A,SMB,Online,3,313.08,939.24,0
ORD-000851,2025-02-06,South,Widget B,Enterprise,Partners,3,219.06,657.19,5
ORD-000852,2024-02-24,West,Widget A,Consumer,Online,4,323.29,1293.18,15
ORD-000853,2024-08-14,East,Gadget X,SMB,Retail,2,59.7,119.4,5
ORD-000854,2023-10-24,South,Widget B,Enterprise,Online,2,392.89,785.77,0
ORD-000855,2023-09-18,South,Widget C,Enterprise,Retail,3,59.44,178.33,5
ORD-000856,2024-02-16,South,Widget A,Consumer,Online,1,366.9,366.9,5
ORD-000857,2024-06-04,South,Gadget X,SMB,Partners,3,407.97,1223.9,0
ORD-000858,2023-03-07,East,Widget B,SMB,Online,7,288.13,2016.92,0
ORD-000859,2024-06-16,West,Service Plan,Enterprise,Online,4,125.88,503.51,5
ORD-000860,2023-09-16,North,Widget C,SMB,Online,2,162.9,325.81,0
ORD-000861,2024-11-17,North,Widget B,Enterprise,Online,1,12.99,12.99,5
ORD-000862,2024-05-06,,Gadget Y,SMB,Retail,2,265.73,531.46,0
ORD-000863,2023-03-19,North,Gadget X,Enterprise,Partners,1,229.65,229.65,5
ORD-000864,2025-02-15,West,Widget B,Enterprise,Retail,3,17.76,53.28,0
ORD-000865,2024-02-10,East,Gadget X,SMB,Retail,1,409.55,409.55,5
ORD-000866,2023-05-20,South,Gadget X,Consumer,Online,2,218.47,436.94,0
ORD-000867,2023-03-06,West,Widget B,Consumer,Online,5,396.62,1983.08,10
ORD-000868,2023-01-11,South,Gadget Y,SMB,Partners,1,191.14,191.14,15
ORD-000869,2025-05-23,West,Widget C,Enterprise,Online,3,462.8,1388.39,10
ORD-000870,2024-09-24,South,Widget A,Consumer,Retail,3,304.58,913.74,10
ORD-000871,2025-05-31,North,Gadget X,Enterprise,Retail,3,358.31,1074.93,10
ORD-000872,2024-02-22,North,Widget A,Enterprise,Online,3,451.68,1355.04,0
ORD-000873,2025-03-06,West,Widget A,Enterprise,Online,4,456.02,1824.09,0
ORD-000874,2023-02-01,East,Gadget X,SMB,Retail,3,221.13,663.38,0
ORD-000875,2023-02-01,West,Widget A,Enterprise,Partners,6,37.06,222.37,10
ORD-000876,2025-03-12,West,Widget B,Consumer,Online,2,206.69,413.39,5
ORD-000877,2023-09-23,South,Widget B,Enterprise,Partners,5,247.99,1239.94,0
ORD-000878,2025-01-03,South,Widget C,Enterprise,Retail,1,29.04,29.04,0
ORD-000879,2025-04-26,East,Gadget X,Consumer,Online,4,61.26,245.06,5
ORD-000880,2023-03-08,West,Widget B,Enterprise,Online,3,491.19,1473.58,0
ORD-000881,2025-04-21,West,Widget A,SMB,Retail,2,428.09,856.18,0
ORD-000882,2023-07-23,North,Widget C,SMB,Retail,3,85.29,255.88,20
ORD-000883,2024-05-20,West,Widget B,SMB,Online,2,321.14,642.27,5
ORD-000884,2023-05-02,North,Widget A,Enterprise,Partners,5,347.12,1735.61,5
ORD-000885,2023-11-18,,Widget C,Enterprise,Online,5,223.4,1117.02,0
ORD-000886,2024-04-27,South,Widget A,SMB,Retail,1,409.88,409.88,0
ORD-000887,2024-12-04,West,Widget C,SMB,Partners,3,310.01,930.02,20
ORD-000888,2023-03-23,North,Widget C,SMB,Retail,5,142.23,711.13,0
ORD-000889,2023-05-14,East,Gadget X,Enterprise,Partners,2,154.35,308.71,5
ORD-000890,2024-09-15,South,Gadget X,SMB,Online,2,8.97,17.94,5
ORD-000891,2024-03-19,South,Service Plan,Consumer,Partners,3,452.77,1358.3,10
ORD-000892,2024-11-09,East,Widget A,SMB,Online,4,287.63,1150.53,10
ORD-000893,2025-05-13,West,Service Plan,SMB,Retail,1,51.56,51.56,0
ORD-000894,2023-02-20,East,Widget A,SMB,Retail,2,216.58,433.17,5
ORD-000895,2023-05-23,North,Gadget Y,Enterprise,Retail,1,131.13,131.13,5
ORD-000896,2024-05-17,South,Service Plan,Consumer,Online,4,150.41,601.66,15
ORD-000897,2023-05-01,South,Widget B,Enterprise,Partners,2,10.66,21.33,5
ORD-000898,2024-12-22,South,Widget B,Enterprise,Partners,1,490.57,490.57,0
ORD-000899,2024-04-15,East,Gadget X,Consumer,Partners,2,66.9,133.8,5
ORD-000900,2024-02-05,East,Gadget X,SMB,Partners,6,20.5,122.99,5
ORD-000901,2025-05-30,North,Widget A,Consumer,Online,1,227.16,227.16,0
ORD-000902,2025-02-12,West,Gadget X,Enterprise,Retail,4,432.21,1728.82,0
ORD-000903,2025-05-31,North,Service Plan,Enterprise,Retail,1,142.57,142.57,5
ORD-000904,2024-02-28,South,Widget A,Enterprise,Retail,2,165.92,331.85,5
ORD-000905,2023-05-05,North,Widget C,Consumer,Online,3,396.49,1189.48,5
ORD-000906,2025-05-02,East,Gadget X,SMB,Online,3,404.66,1213.97,0
ORD-000907,2023-05-05,West,Widget B,Consumer,Retail,2,210.16,420.33,5
ORD-000908,2025-06-17,North,Widget A,SMB,Partners,5,37.88,189.38,5
ORD-000909,2023-01-23,West,Widget C,Enterprise,Online,4,466.29,1865.17,10
ORD-000910,2024-01-24,North,Widget A,Enterprise,Online,3,349.94,1049.82,5
ORD-000911,2025-01-20,South,Widget A,SMB,Online,2,348.7,697.41,0
ORD-000912,2023-08-14,North,Service Plan,SMB,Retail,3,64.81,194.42,10
ORD-000913,2025-05-21,West,Widget A,SMB,Partners,2,67.75,135.5,0
ORD-000914,2024-07-17,West,Service Plan,SMB,Online,3,215.65,646.94,5
ORD-000915,2023-12-19,South,Widget C,Enterprise,Online,1,196.25,196.25,0
ORD-000916,2024-04-17,North,Widget A,Enterprise,Online,4,83.38,333.5,0
ORD-000917,2024-11-20,South,Widget A,Enterprise,Online,4,190.64,762.58,0
ORD-000918,2025-04-02,North,Widget A,SMB,Retail,5,239.73,1198.65,5
ORD-000919,2023-01-17,South,Widget A,Enterprise,Online,2,235.9,471.81,15
ORD-000920,2024-03-01,South,Widget A,Enterprise,Retail,4,14.54,58.16,0
ORD-000921,2024-04-25,North,Gadget Y,SMB,Partners,5,497.57,2487.87,0
ORD-000922,2024-01-11,East,Widget A,Enterprise,Retail,3,87.53,262.59,5
ORD-000923,2024-09-19,South,Gadget X,Consumer,Retail,3,186.67,560.0,0
ORD-000924,2023-10-27,North,Widget B,Enterprise,Partners,5,458.64,2293.19,5
ORD-000925,2024-03-18,South,Widget C,Consumer,Retail,2,476.83,953.67,0
ORD-000926,2024-10-21,West,Gadget X,SMB,Partners,3,175.44,526.33,0
ORD-000927,2025-02-25,East,Gadget X,Enterprise,Retail,5,124.23,621.17,0
ORD-000928,2024-12-23,West,Widget A,SMB,Online,1,186.64,186.64,5
ORD-000929,2024-03-17,East,Gadget Y,Enterprise,Online,3,125.41,376.22,0
ORD-000930,2023-01-01,South,Widget C,Enterprise,Online,1,430.2,430.2,5
ORD-000931,2024-06-08,West,Widget A,SMB,Retail,2,46.07,,5
ORD-000932,2023-02-15,South,Gadget X,Enterprise,Retail,4,381.93,1527.74,15
ORD-000933,2023-10-05,North,Widget A,Consumer,Retail,2,252.93,505.87,20
ORD-000934,2025-02-23,South,Gadget X,SMB,Online,3,462.92,1388.75,10
ORD-000935,2023-06-24,West,Gadget X,SMB,Online,2,378.53,757.07,0
ORD-000936,2024-04-20,South,Gadget X,SMB,Partners,1,227.13,227.13,5
ORD-000937,2024-04-11,East,Widget A,Consumer,Online,1,9.47,9.47,0
ORD-000938,2023-09-29,South,Gadget X,Enterprise,Retail,2,471.27,942.54,5
ORD-000939,2023-12-29,North,Gadget Y,Enterprise,Retail,2,367.95,735.89,5
ORD-000940,2023-09-08,South,Gadget X,Consumer,Partners,1,226.45,226.45,5
ORD-000941,2024-02-08,South,Gadget X,Enterprise,Online,2,67.07,134.13,0
ORD-000942,2024-12-15,East,Gadget X,SMB,Partners,2,231.68,463.36,0
ORD-000943,2024-05-06,East,Gadget Y,SMB,Retail,1,321.0,321.0,0
ORD-000944,2024-08-24,South,Widget A,SMB,Online,1,75.1,75.1,5
ORD-000945,2025-04-12,East,Widget B,Enterprise,Retail,3,221.59,664.77,5
ORD-000946,2024-08-23,West,Widget B,Consumer,Online,6,143.76,862.58,0
ORD-000947,2024-06-28,North,Widget B,Enterprise,Online,3,160.33,480.99,5
ORD-000948,2024-07-05,West,Widget B,Enterprise,Online,3,228.61,685.82,10
ORD-000949,2024-11-19,East,Gadget X,Enterprise,Online,3,329.8,989.4,0
ORD-000950,2024-02-26,West,Widget A,Consumer,Retail,2,366.2,732.39,20
ORD-000951,2024-09-26,,Widget B,Consumer,Online,4,415.47,1661.86,0
ORD-000952,2023-02-09,North,Widget A,SMB,Online,3,276.43,829.3,0
ORD-000953,2024-06-23,East,Gadget Y,SMB,Online,5,386.78,1933.88,5
ORD-000954,2024-03-11,West,Gadget X,Enterprise,Online,4,409.26,1637.02,10
ORD-000955,2025-01-23,North,Gadget Y,Consumer,Online,4,292.8,1171.21,0
ORD-000956,2025-01-22,South,Widget A,Consumer,Online,3,450.26,1350.78,5
ORD-000957,2025-02-09,North,Widget B,Enterprise,Online,4,450.66,1802.64,0
ORD-000958,2024-05-17,West,Widget A,SMB,Partners,3,341.15,1023.46,5
ORD-000959,2023-07-29,West,Widget B,SMB,Online,4,398.64,1594.54,0
ORD-000960,2024-11-27,West,Widget A,Enterprise,Retail,1,185.54,185.54,0
ORD-000961,2024-10-03,South,Widget A,SMB,Partners,1,267.89,267.89,0
ORD-000962,2024-05-09,East,Widget C,SMB,Online,5,206.98,1034.9,5
ORD-000963,2025-04-14,West,Gadget X,SMB,Online,4,237.52,950.08,0
ORD-000964,2023-08-31,East,Gadget Y,Enterprise,Online,3,367.96,1103.87,5
ORD-000965,2023-01-31,North,Gadget X,Consumer,Retail,2,113.77,227.53,0
ORD-000966,2023-11-26,,Widget A,SMB,Retail,2,171.81,343.62,10
ORD-000967,2023-08-04,West,Widget A,SMB,Online,4,35.09,140.35,10
ORD-000968,2025-01-22,North,Service Plan,Enterprise,Online,1,294.15,294.15,0
ORD-000969,2025-04-16,,Widget B,SMB,Online,3,454.7,1364.11,10
ORD-000970,2023-10-29,East,Widget C,Enterprise,Online,2,235.85,471.69,0
ORD-000971,2025-03-23,South,Gadget X,SMB,Online,3,398.68,1196.03,10
ORD-000972,2024-09-04,North,Widget A,Enterprise,Online,4,206.56,826.24,0
ORD-000973,2023-03-22,North,Gadget X,Enterprise,Online,3,476.6,1429.79,10
ORD-000974,2023-03-11,North,Widget B,Enterprise,Online,4,331.63,1326.53,0
ORD-000975,2024-11-23,North,Gadget Y,Enterprise,Online,2,284.27,568.53,0
ORD-000976,2024-11-10,South,Widget C,Consumer,Partners,3,255.96,767.88,0
ORD-000977,2025-01-19,,Service Plan,SMB,Online,2,298.75,597.5,0
ORD-000978,2024-03-25,West,Widget A,SMB,Online,7,390.91,2736.37,0
ORD-000979,2023-08-07,West,Widget C,Enterprise,Partners,1,472.79,472.79,15
ORD-000980,2023-12-19,East,Widget C,SMB,Partners,2,194.73,389.46,5
ORD-000981,2025-03-26,West,Widget B,Enterprise,Partners,3,105.31,315.93,0
ORD-000982,2025-02-01,East,Service Plan,Consumer,Online,2,381.4,762.81,0
ORD-000983,2024-10-01,East,Service Plan,Enterprise,Online,3,14.0,41.99,0
ORD-000984,2024-08-12,East,Widget A,Consumer,Retail,4,51.37,205.49,5
ORD-000985,2024-04-04,North,Service Plan,Consumer,Online,4,411.27,1645.1,10
ORD-000986,2023-10-23,East,Widget A,SMB,Retail,3,98.44,295.32,0
ORD-000987,2025-05-15,North,Widget A,SMB,Partners,3,91.5,274.49,0
ORD-000988,2025-03-16,East,Gadget Y,Consumer,Retail,4,363.61,1454.45,5
ORD-000989,2023-11-07,East,Gadget X,SMB,Partners,1,40.06,40.06,5
ORD-000990,2024-08-23,East,Gadget Y,SMB,Retail,6,253.6,1521.61,0
ORD-000991,2024-02-27,East,Widget C,Enterprise,Online,1,71.73,71.73,5
ORD-000992,2023-05-02,East,Widget B,Enterprise,Online,1,136.3,136.3,0
ORD-000993,2023-11-04,West,Widget A,Consumer,Retail,4,400.38,1601.51,0
ORD-000994,2024-04-21,West,Gadget Y,Consumer,Retail,3,19.29,57.86,10
ORD-000995,2025-04-30,,Service Plan,SMB,Retail,3,169.04,507.12,5
ORD-000996,2023-04-23,West,Service Plan,Consumer,Retail,7,391.24,2738.71,0
ORD-000997,2024-10-03,East,Service Plan,Enterprise,Partners,1,448.21,448.21,5
ORD-000998,2024-03-04,West,Gadget X,SMB,Online,4,15.24,,15
ORD-000999,2025-04-22,West,Widget A,Consumer,Partners,3,402.06,1206.19,0
ORD-001000,2023-07-22,East,Widget A,SMB,Partners,1,342.19,342.19,0
ORD-001001,2024-07-14,South,Widget B,Enterprise,Partners,2,398.28,796.56,0
ORD-001002,2023-12-27,East,Service Plan,SMB,Online,5,217.42,1087.11,5
ORD-001003,2023-01-03,West,Gadget X,Consumer,Retail,2,97.68,195.36,0
ORD-001004,2025-03-10,East,Widget C,Consumer,Online,4,23.67,94.66,5
ORD-001005,2023-06-09,East,Widget A,SMB,Retail,3,144.0,432.01,0
ORD-001006,2024-03-09,North,Widget C,Enterprise,Partners,4,415.32,1661.27,5
ORD-001007,2024-06-11,North,Gadget X,Enterprise,Online,3,372.69,1118.06,5
ORD-001008,2024-11-16,North,Widget A,Enterprise,Retail,1,431.86,431.86,5
ORD-001009,2025-01-31,North,Gadget Y,SMB,Online,5,103.41,517.07,0
ORD-001010,2024-05-20,East,Gadget X,Consumer,Partners,2,82.98,165.96,0
ORD-001011,2024-08-19,West,Widget A,Enterprise,Online,2,322.31,644.63,0
ORD-001012,2024-10-24,North,Widget C,Enterprise,Retail,4,122.03,,0
ORD-001013,2024-06-27,South,Widget C,Consumer,Partners,2,396.02,792.05,5
ORD-001014,2024-03-31,,Widget B,Enterprise,Online,3,172.25,516.75,5
ORD-001015,2023-10-26,South,Gadget X,Consumer,Online,1,292.68,292.68,0
ORD-001016,2025-04-21,North,Widget C,Enterprise,Partners,2,455.55,911.11,5
ORD-001017,2025-05-09,West,Gadget X,Enterprise,Retail,5,295.96,1479.81,0
ORD-001018,2023-12-24,East,Widget B,SMB,Retail,4,394.78,1579.13,0
ORD-001019,2023-11-11,West,Widget B,Enterprise,Retail,3,83.92,251.75,0
ORD-001020,2025-04-20,,Widget A,Enterprise,Online,2,135.88,271.77,5
ORD-001021,2024-02-27,East,Gadget X,Enterprise,Online,3,323.81,971.43,0
ORD-001022,2023-06-27,South,Widget A,Enterprise,Partners,2,122.04,244.07,5
ORD-001023,2025-01-20,East,Widget C,SMB,Retail,2,31.94,63.88,0
ORD-001024,2024-01-20,South,Gadget X,Consumer,Partners,3,280.14,840.43,0
ORD-001025,2025-03-10,East,Gadget X,SMB,Online,1,328.51,328.51,0
ORD-001026,2025-03-02,South,Service Plan,Consumer,Online,2,298.53,597.05,0
ORD-001027,2024-08-31,South,Widget C,Consumer,Retail,3,252.32,756.95,15
ORD-001028,2023-01-08,North,Widget C,Consumer,Retail,1,5.95,5.95,5
ORD-001029,2023-09-14,,Widget A,Enterprise,Online,3,238.31,714.92,10
ORD-001030,2023-11-12,East,Widget A,Enterprise,Online,5,379.18,1895.89,5
ORD-001031,2023-06-08,South,Widget A,Enterprise,Online,5,476.85,2384.24,0
ORD-001032,2024-04-28,West,Widget B,Consumer,Partners,6,5.19,31.13,0
ORD-001033,2023-09-08,South,Widget A,Enterprise,Online,3,437.33,1311.99,20
ORD-001034,2024-02-09,North,Widget C,Consumer,Online,3,301.39,904.17,5
ORD-001035,2023-07-12,South,Service Plan,Enterprise,Online,5,461.35,2306.75,10
ORD-001036,2025-04-07,North,Widget A,Enterprise,Retail,2,258.83,517.65,0
ORD-001037,2025-01-14,East,Gadget X,Enterprise,Online,4,243.08,972.31,0
ORD-001038,2024-05-17,West,Widget B,SMB,Online,2,494.44,988.89,0
ORD-001039,2025-02-09,North,Gadget X,Enterprise,Online,2,366.3,,0
ORD-001040,2023-07-18,West,Widget C,Consumer,Partners,4,317.41,1269.62,0
ORD-001041,2023-06-12,East,Gadget X,Enterprise,Retail,2,56.31,112.63,0
ORD-001042,2025-05-30,East,Widget A,SMB,Online,2,142.13,284.27,0
ORD-001043,2024-11-20,South,Widget B,Consumer,Retail,3,54.42,163.26,5
ORD-001044,2024-08-12,North,Service Plan,Enterprise,Online,1,248.65,248.65,5
ORD-001045,2024-01-01,West,Gadget X,Consumer,Online,5,97.34,486.69,0
ORD-001046,2023-09-04,South,Gadget X,Enterprise,Online,2,73.8,147.6,15
ORD-001047,2023-01-29,West,Widget A,Enterprise,Partners,4,80.29,321.17,5
ORD-001048,2023-07-10,North,Widget A,Enterprise,Online,7,198.62,1390.32,0
ORD-001049,2023-10-31,East,Gadget Y,Enterprise,Partners,2,238.51,477.03,0
ORD-001050,2023-05-29,North,Widget C,Enterprise,Online,4,214.5,858.02,0
ORD-001051,2024-10-19,North,Widget A,SMB,Partners,2,118.45,236.89,0
ORD-001052,2023-10-23,East,Widget C,SMB,Online,6,145.72,874.33,5
ORD-001053,2023-12-05,South,Gadget X,SMB,Partners,3,373.53,1120.6,0
ORD-001054,2024-04-24,West,Widget C,Enterprise,Retail,3,173.13,,5
ORD-001055,2023-03-29,East,Gadget Y,Enterprise,Retail,4,283.65,1134.6,0
ORD-001056,2024-06-10,South,Widget B,SMB,Online,2,255.77,511.54,10
ORD-001057,2024-06-12,South,Widget A,Enterprise,Online,3,325.67,977.0,10
ORD-001058,2023-05-26,South,Gadget X,Consumer,Retail,4,307.87,1231.5,0
ORD-001059,2023-05-16,South,Service Plan,Enterprise,Online,1,102.68,102.68,5
ORD-001060,2023-11-14,South,Widget B,SMB,Online,2,65.87,131.74,0
ORD-001061,2023-11-24,West,Widget C,Enterprise,Online,3,309.46,928.37,0
ORD-001062,2023-08-31,South,Gadget Y,SMB,Online,1,261.81,261.81,0
ORD-001063,2023-02-05,South,Gadget X,Enterprise,Online,2,267.74,535.48,0
ORD-001064,2024-01-04,South,Service Plan,Consumer,Online,1,271.43,271.43,0
ORD-001065,2024-03-24,,Gadget X,Enterprise,Online,7,64.73,453.14,0
ORD-001066,2024-02-10,South,Widget B,Consumer,Retail,2,415.75,831.5,0
ORD-001067,2025-05-11,South,Widget B,SMB,Online,1,475.55,475.55,0
ORD-001068,2023-06-08,West,Widget A,Enterprise,Online,3,334.89,1004.67,5
ORD-001069,2023-03-15,South,Widget A,Consumer,Retail,5,388.95,1944.73,5
ORD-001070,2024-11-28,West,Widget B,Consumer,Online,5,264.97,1324.87,10
ORD-001071,2024-07-11,East,Gadget X,Consumer,Retail,2,261.7,523.4,10
ORD-001072,2025-05-30,North,Widget B,Enterprise,Partners,5,158.91,794.56,0
ORD-001073,2023-05-18,South,Widget C,Consumer,Retail,4,409.38,1637.52,0
ORD-001074,2024-10-03,North,Gadget Y,Enterprise,Online,2,10.65,21.3,5
ORD-001075,2023-01-17,North,Widget C,Consumer,Retail,3,268.35,805.06,0
ORD-001076,2024-10-17,East,Gadget X,Enterprise,Partners,5,437.9,2189.5,5
ORD-001077,2024-05-09,East,Widget A,SMB,Partners,2,467.08,934.16,10
ORD-001078,2024-09-10,West,Widget B,Consumer,Online,3,336.0,1008.01,0
ORD-001079,2023-08-07,West,Widget C,Enterprise,Partners,3,295.19,885.57,5
ORD-001080,2024-09-25,East,Widget C,Consumer,Online,2,496.98,993.95,0
ORD-001081,2023-02-05,East,Widget C,Enterprise,Retail,6,37.04,222.21,5
ORD-001082,2023-01-20,West,Service Plan,Enterprise,Partners,4,128.86,515.42,5
ORD-001083,2023-03-11,South,Widget C,SMB,Retail,4,229.18,916.72,10
ORD-001084,2025-04-25,North,Widget C,SMB,Retail,4,225.88,903.5,0
ORD-001085,2024-08-01,East,Widget A,Enterprise,Retail,3,427.42,1282.26,5
ORD-001086,2024-04-25,West,Widget B,SMB,Online,6,328.32,1969.94,5
ORD-001087,2025-01-14,East,Service Plan,SMB,Online,2,87.56,175.12,0
ORD-001088,2025-03-17,West,Widget A,Enterprise,Retail,4,298.16,1192.63,0
ORD-001089,2023-02-01,East,Widget A,Enterprise,Online,5,416.48,2082.38,0
ORD-001090,2024-06-07,North,Gadget Y,Consumer,Online,2,29.58,59.16,0
ORD-001091,2024-12-27,East,Gadget X,Enterprise,Online,3,42.26,126.77,10
ORD-001092,2025-04-11,East,Gadget X,Consumer,Online,4,276.71,1106.85,5
ORD-001093,2023-01-22,East,Widget B,SMB,Retail,3,248.55,745.65,15
ORD-001094,2025-02-06,North,Gadget Y,Enterprise,Online,5,442.05,2210.27,0
ORD-001095,2024-07-09,South,Gadget Y,SMB,Partners,2,40.44,80.89,10
ORD-001096,2023-01-02,North,Widget B,Enterprise,Retail,3,84.69,254.07,5
